"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"ELE7",0.190987306444636,0.136131277423144,1.40296418324924,0.160627519714966,2321.17840213469,"S_8"
"(Intercept)17",-3.80838079108014,0.196388802572988,-19.3920464974817,9.00804449942944e-84,2321.17840213469,"S_8"
"SLOPE7",-0.171798521442848,0.11810239196753,-1.4546574254828,0.145764124575981,2321.17840213469,"S_8"
"EDGE7",0.0969002384790035,0.139755205618039,0.693356916835274,0.48808559244818,2321.17840213469,"S_8"
"(Intercept)9",1.56521580891031,0.16168002461733,9.68094736882261,3.63333382290976e-22,2544.61888565176,"S_9"
"ASPECT8",-0.203190015788696,0.11301701528641,-1.79787101326087,0.0721974506017907,2544.61888565176,"S_9"
"ELE8",0.160307648128258,0.132888132409203,1.2063353229664,0.227688223100692,2544.61888565176,"S_9"
"(Intercept)18",-2.71718780465164,0.145463293990388,-18.6795426537721,7.26388188809789e-78,2544.61888565176,"S_9"
"SLOPE8",-0.212417825570134,0.130811018134586,-1.62385270445328,0.104407248561367,2544.61888565176,"S_9"
"EDGE8",-0.0265974062266842,0.103254038785156,-0.257591921242192,0.796721865273489,2544.61888565176,"S_9"
