"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.28401234315449,0.165528241619485,13.79832420624,2.60846001644179e-43,2923.36855535921,"S_1"
"SLOPE",-0.164900154173676,0.117917931663507,-1.39843153494447,0.161983518926423,2923.36855535921,"S_1"
"ELE",0.0261075506678192,0.140101334687156,0.186347622784015,0.852172163859053,2923.36855535921,"S_1"
"(Intercept)1",-3.22302091099077,0.161683155988245,-19.9341786179947,2.05653302862251e-88,2923.36855535921,"S_1"
"EDGE",-0.258317932286639,0.12346367139418,-2.09225863259738,0.0364153860647684,2923.36855535921,"S_1"
"(Intercept)2",2.64016893506343,0.155273051551304,17.0033943990023,7.74995268100889e-65,3346.60967255567,"S_2"
"SLOPE1",0.191337073118509,0.0988799671710802,1.9350438576447,0.052984913991284,3346.60967255567,"S_2"
"ELE1",-0.319590188553585,0.122958338671434,-2.59917458227526,0.00934482337033823,3346.60967255567,"S_2"
"(Intercept)11",-3.67216241892202,0.152710982245546,-24.0464854912498,9.08529767190740e-128,3346.60967255567,"S_2"
"EDGE1",0.0960796717661934,0.10585203026531,0.907679064117874,0.364047808252721,3346.60967255567,"S_2"
"(Intercept)3",1.90203933076802,0.151017811072895,12.5948013499542,2.25527002773951e-36,1986.84264661715,"S_3"
"SLOPE2",-0.0545212113944775,0.139874844582732,-0.389785679884918,0.696695033709892,1986.84264661715,"S_3"
"ELE2",-0.00131550487714278,0.144615101815299,-0.00909659406680036,0.992742068134933,1986.84264661715,"S_3"
"(Intercept)12",-3.66831105803126,0.141586689983618,-25.9085868767445,5.32976284643609e-148,1986.84264661715,"S_3"
"EDGE2",0.213575406974419,0.129616790081069,1.64774491669511,0.0994050266845815,1986.84264661715,"S_3"
"(Intercept)4",1.72195765215242,0.145004976825957,11.875162424385,1.59324305970847e-32,2388.54869772854,"S_4"
"SLOPE3",-0.546423520443514,0.152330287164162,-3.58709702854199,0.000334379922629816,2388.54869772854,"S_4"
"ELE3",0.242205372846088,0.14224871042188,1.70268941017291,0.0886262076987443,2388.54869772854,"S_4"
"(Intercept)13",-3.10118459570037,0.121728118518244,-25.4763207831524,3.60792335282127e-143,2388.54869772854,"S_4"
"EDGE3",0.110675231360507,0.112722210830391,0.981840495721258,0.32617843438006,2388.54869772854,"S_4"
"(Intercept)5",0.970600421116028,0.195445894505439,4.96608242179791,0.000000683189281765797,1198.09067231894,"S_5"
"SLOPE4",-0.221337808088761,0.212972012338706,-1.03928119783528,0.298673976667345,1198.09067231894,"S_5"
"ELE4",0.210829580070487,0.198354797459629,1.06289125733597,0.287831268204318,1198.09067231894,"S_5"
"(Intercept)14",-3.30329083200063,0.1705216417264,-19.371680911334,1.33816753522438e-83,1198.09067231894,"S_5"
"EDGE4",0.725854467361479,0.161445963515691,4.49595921480522,0.00000692570119018726,1198.09067231894,"S_5"
"(Intercept)6",2.18109493004834,0.151097962826478,14.4349724460092,3.11770272932811e-47,3162.77479329815,"S_6"
"SLOPE5",-0.197535837146941,0.123299107902427,-1.60208650741627,0.109136481219212,3162.77479329815,"S_6"
"ELE5",0.0697973690972765,0.134813891479968,0.517731283705637,0.604645768120117,3162.77479329815,"S_6"
"(Intercept)15",-3.11518334308344,0.145512122268598,-21.4084111654504,1.11551337993766e-101,3162.77479329815,"S_6"
"EDGE5",-0.0643578236649959,0.135984959028835,-0.473271633308719,0.636019397351873,3162.77479329815,"S_6"
"(Intercept)7",2.47070160980871,0.130892954885986,18.875741723157,1.80570907796779e-79,3618.48308502756,"S_7"
"SLOPE6",-0.149474392732639,0.101627173118424,-1.47081128153058,0.141342160630713,3618.48308502756,"S_7"
"ELE6",0.229499780641489,0.114184544607829,2.00990231584944,0.0444415286135094,3618.48308502756,"S_7"
"(Intercept)16",-3.12568006421509,0.123685162209881,-25.2712613895525,6.6137648497542e-141,3618.48308502756,"S_7"
"EDGE6",-0.175843840080757,0.108517844075269,-1.62041405797549,0.10514336205123,3618.48308502756,"S_7"
"(Intercept)8",2.22202015494125,0.1896919656855,11.7138337773633,1.08270818632807e-31,2315.41178350753,"S_8"
"SLOPE7",-0.293793688176847,0.123305212886838,-2.38265423900993,0.0171883298640958,2315.41178350753,"S_8"
"ELE7",0.306296137145197,0.14433052909983,2.12218536892732,0.0338221747053799,2315.41178350753,"S_8"
"(Intercept)17",-3.75433789175325,0.186173265219596,-20.1658271789181,1.95451200363073e-90,2315.41178350753,"S_8"
"EDGE7",0.0572918179892553,0.138133813923122,0.414755926605638,0.678320586565649,2315.41178350753,"S_8"
"(Intercept)9",1.50332258623456,0.148234546722414,10.1415130242865,3.61457152481151e-24,2545.62467649208,"S_9"
"SLOPE8",-0.182978896510837,0.160155480357065,-1.14250786862171,0.253242977206055,2545.62467649208,"S_9"
"ELE8",0.157584860511213,0.150339759040739,1.04819151977296,0.294550376855126,2545.62467649208,"S_9"
"(Intercept)18",-2.63308969851061,0.123609466342697,-21.3016832481954,1.09514356054268e-100,2545.62467649208,"S_9"
"EDGE8",-0.0639257831841484,0.0913445703444246,-0.699831231819355,0.484032707728042,2545.62467649208,"S_9"
