"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.28052409519342,0.16257605726031,14.0274289684731,1.05922475875231e-44,2925.59959148495,"S_1"
"ASPECT",0.037271511309468,0.0790794962827595,0.471317004551959,0.637414374233732,2925.59959148495,"S_1"
"(Intercept)1",-3.20854819563275,0.160507975023727,-19.9899612163099,6.73481240415095e-89,2925.59959148495,"S_1"
"ELE",0.0857654451003064,0.15031400443856,0.570575213005935,0.568287624633456,2925.59959148495,"S_1"
"EDGE",-0.383776823016006,0.137608737809999,-2.78889864934231,0.00528876129565516,2925.59959148495,"S_1"
"(Intercept)2",2.64550716959661,0.160343535992974,16.4989948189277,3.73050809457845e-61,3349.3118192886,"S_2"
"ASPECT1",0.126324756174291,0.0710577477939543,1.77777596526974,0.0754406574291962,3349.3118192886,"S_2"
"(Intercept)11",-3.67941921504568,0.158985841246064,-23.1430622136408,1.70750260218333e-118,3349.3118192886,"S_2"
"ELE1",-0.081230326124532,0.132454012372812,-0.613271917319477,0.539696558829896,3349.3118192886,"S_2"
"EDGE1",-0.0130012926492333,0.131631631480994,-0.0987702765889557,0.921320668911678,3349.3118192886,"S_2"
"(Intercept)3",1.90544884274706,0.154820438963968,12.3074760380347,8.25649841687866e-35,1984.12458265167,"S_3"
"ASPECT2",-0.171021069572333,0.100192755480484,-1.70692051288724,0.0878368275481685,1984.12458265167,"S_3"
"(Intercept)12",-3.68538461644979,0.145839162731156,-25.2701986725165,6.79407302699539e-141,1984.12458265167,"S_3"
"ELE2",-0.0537017872769529,0.194278711780722,-0.276416220720904,0.78222839953674,1984.12458265167,"S_3"
"EDGE2",0.239074438104864,0.18735568855799,1.27604579260409,0.201939332004734,1984.12458265167,"S_3"
"(Intercept)4",1.68760366573743,0.136969095107679,12.321054354712,6.97760001755742e-35,2400.15881547284,"S_4"
"ASPECT3",-0.0328863334516057,0.102532242866202,-0.320741383708149,0.7484063831525,2400.15881547284,"S_4"
"(Intercept)13",-2.98470443535231,0.119061999049945,-25.0684891835241,1.09765915763187e-138,2400.15881547284,"S_4"
"ELE3",0.235341979191089,0.138257163788007,1.70220459282633,0.0887170221097475,2400.15881547284,"S_4"
"EDGE3",-0.121789168378531,0.139143941598154,-0.87527467584795,0.381424469790699,2400.15881547284,"S_4"
"(Intercept)5",0.977049812772137,0.203213309912743,4.80800107626647,0.00000152446945306752,1188.76930633326,"S_5"
"ASPECT4",0.407880152293951,0.160743411913155,2.53746108434178,0.0111659781646334,1188.76930633326,"S_5"
"(Intercept)14",-3.37781786934831,0.175847731590094,-19.2087656679137,3.1261062923085e-82,1188.76930633326,"S_5"
"ELE4",0.658910992828226,0.29138534598517,2.2613044956,0.023740408049265,1188.76930633326,"S_5"
"EDGE4",0.216764466384649,0.28058319108945,0.772549722394257,0.439788909477233,1188.76930633326,"S_5"
"(Intercept)6",2.2112174280086,0.149092150653074,14.8312128996913,9.20544986917467e-50,3158.52619147667,"S_6"
"ASPECT5",-0.206166407011609,0.0811683837680881,-2.53998413471754,0.0110857497489323,3158.52619147667,"S_6"
"(Intercept)15",-3.16348253870695,0.142118900281618,-22.2594076680744,9.14476073016343e-110,3158.52619147667,"S_6"
"ELE5",0.0681766289380089,0.140519104132032,0.485176939883919,0.627550838295864,3158.52619147667,"S_6"
"EDGE5",-0.186710949827927,0.149078105523024,-1.2524370978077,0.210410635508776,3158.52619147667,"S_6"
"(Intercept)7",2.43720534229668,0.126986506087833,19.1926324881396,4.26478728731108e-82,3615.47248173595,"S_7"
"ASPECT6",-0.193625867950578,0.0743447300690326,-2.60443299438692,0.00920264133180116,3615.47248173595,"S_7"
"(Intercept)16",-3.09813647324334,0.119356227695309,-25.9570575668009,1.51355529815577e-148,3615.47248173595,"S_7"
"ELE6",-0.12402220208307,0.121470800358524,-1.02100423901889,0.307252430354068,3615.47248173595,"S_7"
"EDGE6",0.041378255785187,0.121407173779508,0.340822164762155,0.733237463354944,3615.47248173595,"S_7"
"(Intercept)8",2.15210252724188,0.182825947840473,11.771318856335,5.4860075014533e-32,2321.22320913744,"S_8"
"ASPECT7",-0.00697656743159697,0.0895451757326497,-0.0779111479151767,0.93789873161448,2321.22320913744,"S_8"
"(Intercept)17",-3.66481947184687,0.178742787857308,-20.5033138163456,2.01120141734154e-93,2321.22320913744,"S_8"
"ELE7",0.136782543781765,0.166237907175473,0.822811993400422,0.410614915316352,2321.22320913744,"S_8"
"EDGE7",0.0492931790643914,0.155736206501099,0.316517142492767,0.751610015665679,2321.22320913744,"S_8"
"(Intercept)9",1.51733302572814,0.153306312924817,9.8973942871632,4.27262033835682e-23,2544.75491702509,"S_9"
"ASPECT8",-0.151982243297311,0.109407583410968,-1.38913810687527,0.16479075800826,2544.75491702509,"S_9"
"(Intercept)18",-2.64627934585606,0.130825867715929,-20.2274931713207,5.60825746559091e-91,2544.75491702509,"S_9"
"ELE8",-0.119764570146918,0.155485523825997,-0.770261868757287,0.44114457054728,2544.75491702509,"S_9"
"EDGE8",0.0246219290625483,0.143053028389639,0.172117496146146,0.86334515809089,2544.75491702509,"S_9"
