"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.27647285548576,0.160235255962825,14.2070659906077,8.28235181077946e-46,2921.4031965372,"S_1"
"SLOPE",-0.151508289231415,0.0935678563928613,-1.61923437248877,0.105396845021572,2921.4031965372,"S_1"
"(Intercept)1",-3.21497509195626,0.155518400487419,-20.6726347614175,6.10886645133932e-95,2921.4031965372,"S_1"
"EDGE",-0.245110820695217,0.100667720725754,-2.43485020747578,0.0148979555739004,2921.4031965372,"S_1"
"(Intercept)2",2.61236606255697,0.155192281160712,16.8330927480323,1.39615001722337e-63,3351.19990071545,"S_2"
"SLOPE1",0.0271366661350161,0.0783508901772301,0.346347898200427,0.729081275903723,3351.19990071545,"S_2"
"(Intercept)11",-3.63585901150892,0.153320842603527,-23.7140557654702,2.58235408060009e-124,3351.19990071545,"S_2"
"EDGE1",-0.070665847100239,0.0945507679641962,-0.747385226178155,0.454831060682231,3351.19990071545,"S_2"
"(Intercept)3",1.90205650289823,0.150985630301288,12.5975995139586,2.17668711669142e-36,1984.84272936372,"S_3"
"SLOPE2",-0.0552181976418252,0.116917483485758,-0.472283494269287,0.636724450170025,1984.84272936372,"S_3"
"(Intercept)12",-3.66832545310213,0.141555836660874,-25.9143355698597,4.59114065204703e-148,1984.84272936372,"S_3"
"EDGE2",0.213104558286351,0.119023842026126,1.79043588795911,0.073383865286215,1984.84272936372,"S_3"
"(Intercept)4",1.71988819051737,0.143272148300388,12.0043442561593,3.37125352506518e-33,2389.31640135813,"S_4"
"SLOPE3",-0.387593318998376,0.115968582330291,-3.34222693086365,0.000831090841534891,2389.31640135813,"S_4"
"(Intercept)13",-3.08308334603961,0.119821072277768,-25.7307273873534,5.29771521028229e-146,2389.31640135813,"S_4"
"EDGE3",0.169350445823061,0.103122236939065,1.64223014210922,0.100542318234445,2389.31640135813,"S_4"
"(Intercept)5",0.992853896333462,0.197739076159888,5.02103031739997,0.000000513950457911005,1197.18728029991,"S_5"
"SLOPE4",-0.0730871115797814,0.158719338709085,-0.460480192106534,0.645171586008485,1197.18728029991,"S_5"
"(Intercept)14",-3.31539640582551,0.175912505902901,-18.8468488286758,3.11875579385737e-79,1197.18728029991,"S_5"
"EDGE4",0.75807986160108,0.161473301823281,4.69476906114631,0.0000026690808751764,1197.18728029991,"S_5"
"(Intercept)6",2.16700437071425,0.147354059278829,14.7061056975279,5.89009107149774e-49,3161.04110882873,"S_6"
"SLOPE5",-0.170045756306044,0.111279065890888,-1.52810193853333,0.126487230254526,3161.04110882873,"S_6"
"(Intercept)15",-3.09816647722512,0.140177673859529,-22.1017112919834,3.04312778669526e-108,3161.04110882873,"S_6"
"EDGE5",-0.0279047442624274,0.112788687322092,-0.247407296999029,0.804593027507064,3161.04110882873,"S_6"
"(Intercept)7",2.42111637746487,0.124683555281816,19.4180890334138,5.42721344017634e-84,3620.41643398078,"S_7"
"SLOPE6",-0.0377730258233747,0.0858362528514106,-0.440059119178499,0.659894289644603,3620.41643398078,"S_7"
"(Intercept)16",-3.06882892857996,0.116397404845668,-26.3650975092523,3.44550334118621e-153,3620.41643398078,"S_7"
"EDGE6",-0.0673816384481948,0.0865961235955499,-0.778113795981249,0.436501930286219,3620.41643398078,"S_7"
"(Intercept)8",2.17632232008668,0.182282785899606,11.9392640909346,7.38738952001163e-33,2317.92837077215,"S_8"
"SLOPE7",-0.143030100255098,0.101819367513208,-1.40474355467338,0.160097549195611,2317.92837077215,"S_8"
"(Intercept)17",-3.69478515939714,0.178040058703383,-20.7525496582356,1.16259672959964e-95,2317.92837077215,"S_8"
"EDGE7",0.220807543605283,0.102381538590403,2.15671249568408,0.0310280727589063,2317.92837077215,"S_8"
"(Intercept)9",1.50361717425779,0.146794062688409,10.2430380815158,1.27178834451012e-24,2544.69843782755,"S_9"
"SLOPE8",-0.0742246200944425,0.119819231000732,-0.619471678081368,0.535605674099035,2544.69843782755,"S_9"
"(Intercept)18",-2.62745857581759,0.122043669810854,-21.5288394710654,8.36009097459474e-103,2544.69843782755,"S_9"
"EDGE8",-0.0480855245644166,0.0853431199320281,-0.563437622185767,0.573136924647612,2544.69843782755,"S_9"
