"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.30113611551176,0.157149868255396,14.6429401504303,1.49462598440645e-48,2923.92753771276,"S_1"
"ASPECT",0.0340789794763127,0.078520724710872,0.434012543844927,0.664279332097353,2923.92753771276,"S_1"
"(Intercept)1",-3.23274593642498,0.152812019408517,-21.1550501651495,2.47925557428647e-99,2923.92753771276,"S_1"
"EDGE",-0.324340033739876,0.0887840537079652,-3.65313387026366,0.00025905908117952,2923.92753771276,"S_1"
"(Intercept)2",2.63563392101319,0.159723328649893,16.5012458937065,3.59400074082678e-61,3347.68728801228,"S_2"
"ASPECT1",0.133783850201385,0.0700345530613949,1.91025492922194,0.0561003978139704,3347.68728801228,"S_2"
"(Intercept)11",-3.66823934350475,0.158233341254225,-23.18246783155,6.84267608725424e-119,3347.68728801228,"S_2"
"EDGE1",-0.0759716337456716,0.0830209951934673,-0.915089412848301,0.360144692500257,3347.68728801228,"S_2"
"(Intercept)3",1.90049994218396,0.153439891881843,12.3859572558057,3.11347523115947e-35,1982.20090100467,"S_3"
"ASPECT2",-0.165395462152598,0.0979593561758301,-1.68840903625096,0.091332737059709,1982.20090100467,"S_3"
"(Intercept)12",-3.67884364033813,0.143564203271808,-25.6250761436195,8.01804719530082e-145,1982.20090100467,"S_3"
"EDGE2",0.195553664916231,0.101473434082906,1.92714148962829,0.0539619993669777,1982.20090100467,"S_3"
"(Intercept)4",1.75497516410682,0.134795763647873,13.0195127548024,9.47737155386209e-39,2400.96353420545,"S_4"
"ASPECT3",-0.0427519706374472,0.100361281033336,-0.425980718831666,0.670121895746032,2400.96353420545,"S_4"
"(Intercept)13",-3.06585845700319,0.115845271862665,-26.4651151290644,2.44465357406134e-154,2400.96353420545,"S_4"
"EDGE3",0.0356402004654522,0.103359015814134,0.344819464317872,0.730230099117693,2400.96353420545,"S_4"
"(Intercept)5",0.952864617410613,0.197803232520972,4.81723481091031,0.00000145561356203697,1191.99894388837,"S_5"
"ASPECT4",0.366309201124584,0.161271287683914,2.27138510757437,0.0231236751471178,1191.99894388837,"S_5"
"(Intercept)14",-3.33966377606939,0.168159884996555,-19.8600503094886,9.02201774506913e-88,1191.99894388837,"S_5"
"EDGE4",0.763149496764192,0.149892838811472,5.09130057723466,0.000000355615765140692,1191.99894388837,"S_5"
"(Intercept)6",2.2092729819985,0.148345851524055,14.8927183288321,3.67518074476745e-50,3156.76131808895,"S_6"
"ASPECT5",-0.209864178380877,0.0810263742616639,-2.59007243373803,0.00959557392228944,3156.76131808895,"S_6"
"(Intercept)15",-3.15991676327334,0.141269883260218,-22.367943473506,8.0775507569654e-111,3156.76131808895,"S_6"
"EDGE5",-0.127412124055552,0.084353248441121,-1.5104590091096,0.130926341288842,3156.76131808895,"S_6"
"(Intercept)7",2.43695766465307,0.127181644685997,19.1612372262504,7.79970217264226e-82,3614.54402566001,"S_7"
"ASPECT6",-0.178512006772834,0.0724338825991512,-2.46448209549554,0.0137211418611233,3614.54402566001,"S_7"
"(Intercept)16",-3.10064572772744,0.119475325586049,-25.9521847922841,1.71792916370102e-148,3614.54402566001,"S_7"
"EDGE6",-0.0571239120893338,0.074872727183257,-0.762946859802748,0.445495088297285,3614.54402566001,"S_7"
"(Intercept)8",2.16753044436536,0.178383388890559,12.1509657252626,5.66919537046515e-34,2319.90500873936,"S_8"
"ASPECT7",-0.0153895645887051,0.0889149670464035,-0.173081823003696,0.862587112454985,2319.90500873936,"S_8"
"(Intercept)17",-3.67777261765562,0.174205604463446,-21.1116779450534,6.2127428573843e-99,2319.90500873936,"S_8"
"EDGE7",0.15236567325748,0.0915104438775972,1.66500856952767,0.0959110461513165,2319.90500873936,"S_8"
"(Intercept)9",1.50822972813608,0.149674983844173,10.0766987869282,7.00398348982838e-24,2543.36262718361,"S_9"
"ASPECT8",-0.142631130804948,0.108535819646889,-1.31413879094463,0.188799502169745,2543.36262718361,"S_9"
"(Intercept)18",-2.64006535695667,0.126223208416108,-20.9158473317634,3.84144196794749e-97,2543.36262718361,"S_9"
"EDGE8",-0.0635814245607814,0.0821425623398138,-0.774037511731772,0.438908608619966,2543.36262718361,"S_9"
