"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.26347459755326,0.163003847796614,13.8860194292928,7.69970367465332e-44,2925.18143135455,"S_1"
"ASPECT",0.0307577124948533,0.079754405072726,0.385655343636582,0.699751939624776,2925.18143135455,"S_1"
"ELE",-0.0959387205479807,0.111290615656642,-0.862055798522804,0.388656813308803,2925.18143135455,"S_1"
"(Intercept)1",-3.19557072783272,0.158583751451949,-20.1506818862271,2.65432631189307e-90,2925.18143135455,"S_1"
"EDGE",-0.25042565157584,0.1228273586698,-2.03884260223381,0.0414657389239227,2925.18143135455,"S_1"
"(Intercept)2",2.63540951395228,0.155623003696672,16.9345755534253,2.50156236124598e-64,3346.56096806921,"S_2"
"ASPECT1",0.135557763494577,0.0705232758261493,1.92217054449864,0.0545843018661674,3346.56096806921,"S_2"
"ELE1",-0.170310314332321,0.0941613307694828,-1.80870759727535,0.0704964420773856,3346.56096806921,"S_2"
"(Intercept)11",-3.66878178052166,0.153220194800094,-23.9445053917879,1.05420363257401e-126,3346.56096806921,"S_2"
"EDGE1",0.0705167169676508,0.110355711732717,0.638994718628096,0.522826367641395,3346.56096806921,"S_2"
"(Intercept)3",1.90117267085773,0.154129246405857,12.3349248451622,5.87437092743337e-35,1984.14830464237,"S_3"
"ASPECT2",-0.165438850423793,0.0982871683877485,-1.68321921505692,0.0923326623884593,1984.14830464237,"S_3"
"ELE2",-0.0282159814753108,0.12310750473882,-0.229197899309004,0.818715105238345,1984.14830464237,"S_3"
"(Intercept)12",-3.67976815199994,0.144345167759123,-25.4928392070637,2.36675796232519e-143,1984.14830464237,"S_3"
"EDGE2",0.213675773293848,0.127955793189803,1.66991871151072,0.0949354477017093,1984.14830464237,"S_3"
"(Intercept)4",1.73843575915898,0.136343070199825,12.7504519049711,3.09943326378949e-37,2401.95978082827,"S_4"
"ASPECT3",-0.0518854596234298,0.102269649757463,-0.507339760588587,0.611916444963789,2401.95978082827,"S_4"
"ELE3",-0.11726375051462,0.11816970220976,-0.992333468916324,0.321034881883551,2401.95978082827,"S_4"
"(Intercept)13",-3.05057061380761,0.115915523084384,-26.317188005845,1.21931543370427e-152,2401.95978082827,"S_4"
"EDGE3",0.0990750405766836,0.117743811668248,0.841445840532451,0.400098213993092,2401.95978082827,"S_4"
"(Intercept)5",0.949094868148532,0.20261337567936,4.68426561161735,0.0000028096547291867,1193.99220899244,"S_5"
"ASPECT4",0.363864440164832,0.163898920408294,2.22005391651389,0.0264151078982839,1193.99220899244,"S_5"
"ELE4",0.0123410642168,0.150301108954293,0.0821089365385385,0.934560086792324,1193.99220899244,"S_5"
"(Intercept)14",-3.33537853168911,0.175331934566545,-19.0232232361709,1.09537847485446e-80,1193.99220899244,"S_5"
"EDGE4",0.757574972881279,0.164256628495956,4.61214247375063,0.00000398539661751848,1193.99220899244,"S_5"
"(Intercept)6",2.20181327386435,0.151994925371591,14.4860972725336,1.48334792917012e-47,3158.71585048112,"S_6"
"ASPECT5",-0.210711186538388,0.0814832781195448,-2.58594390654303,0.00971127333526598,3158.71585048112,"S_6"
"ELE5",-0.0267099792737699,0.124758186784815,-0.214094000258593,0.830473754430399,3158.71585048112,"S_6"
"(Intercept)15",-3.15168274604879,0.146067250839404,-21.5769293112387,2.95876750717084e-103,3158.71585048112,"S_6"
"EDGE5",-0.106714949809684,0.127703668230536,-0.835645140725618,0.403354565919739,3158.71585048112,"S_6"
"(Intercept)7",2.46574694920891,0.130823970806365,18.8478222607882,3.06190164371346e-79,3615.16084682961,"S_7"
"ASPECT6",-0.167212632601308,0.0716440700611415,-2.33393541794328,0.0195991038367869,3615.16084682961,"S_7"
"ELE6",0.114102078078124,0.0973268574179849,1.17235962513507,0.241052702227926,3615.16084682961,"S_7"
"(Intercept)16",-3.13037605781205,0.123512187900235,-25.3446733559652,1.0287594413477e-141,3615.16084682961,"S_7"
"EDGE6",-0.140653453339165,0.105759773125857,-1.32993338754408,0.183540219706844,3615.16084682961,"S_7"
"(Intercept)8",2.18483310959788,0.180348282659386,12.1145212883688,8.84792105475219e-34,2321.17298273015,"S_8"
"ASPECT7",-0.00433756982246099,0.0887301662693911,-0.0488849509116416,0.961010981955876,2321.17298273015,"S_8"
"ELE7",0.103430518751535,0.12195250588363,0.848121307570594,0.396370416248472,2321.17298273015,"S_8"
"(Intercept)17",-3.69711705661576,0.176653086357626,-20.9286864602587,2.93472352395985e-97,2321.17298273015,"S_8"
"EDGE7",0.0698381003672048,0.136490480892761,0.511670117288808,0.608881903455846,2321.17298273015,"S_8"
"(Intercept)9",1.50973092994622,0.150806492289646,10.0110473164946,1.36301872586623e-23,2545.1825671663,"S_9"
"ASPECT8",-0.14412208599231,0.107996526460968,-1.33450668012362,0.182037859059841,2545.1825671663,"S_9"
"ELE8",0.0493018953410296,0.116253069568036,0.424091127436221,0.671499355948221,2545.1825671663,"S_9"
"(Intercept)18",-2.64240809772552,0.127794322385428,-20.6770382940489,5.57608496129703e-95,2545.1825671663,"S_9"
"EDGE8",-0.0785411817243448,0.0915492455808812,-0.857911839972027,0.390941145854217,2545.1825671663,"S_9"
