"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.17806464701614,0.155268938569974,14.0276907092694,1.05532335982083e-44,2923.79731964378,"S_1"
"ASPECT",0.0374115500226728,0.0832041202656777,0.449635786103075,0.65297307995214,2923.79731964378,"S_1"
"EDGE",-0.350860840107064,0.111910865395453,-3.13518118966597,0.00171747996206125,2923.79731964378,"S_1"
"(Intercept)1",-3.09849647470722,0.147713112146434,-20.9764483984032,1.07638559848243e-97,2923.79731964378,"S_1"
"SLOPE",-0.238729551263212,0.121450324589156,-1.96565593439779,0.0493383682186874,2923.79731964378,"S_1"
"ELE",0.279476666462805,0.150396545224982,1.85826520180187,0.0631313628632006,2923.79731964378,"S_1"
"(Intercept)2",2.65662611585483,0.161193868084272,16.4809378137508,5.02985406095475e-61,3347.98430713582,"S_2"
"ASPECT1",0.162964652867207,0.0716890789992752,2.27321448597288,0.0230132577659143,3347.98430713582,"S_2"
"EDGE1",-0.172040437777788,0.103070447106132,-1.66915389045163,0.0950868854832288,3347.98430713582,"S_2"
"(Intercept)11",-3.69499294905436,0.160180132499826,-23.067735626067,9.76427896699547e-118,3347.98430713582,"S_2"
"SLOPE1",0.0718071706718779,0.0982532770960463,0.730837411170354,0.464878469471623,3347.98430713582,"S_2"
"ELE1",0.0123567178329286,0.138963640675754,0.0889205102344771,0.929145083308536,3347.98430713582,"S_2"
"(Intercept)3",1.8706797485816,0.152457388391065,12.2701809884292,1.3096028274117e-34,1978.42412524536,"S_3"
"ASPECT2",-0.247530273254051,0.111217652513816,-2.22563835559559,0.0260384148841696,1978.42412524536,"S_3"
"EDGE2",0.129036145701071,0.133312726926122,0.9679206830161,0.33308398388745,1978.42412524536,"S_3"
"(Intercept)12",-3.65398273358111,0.141488737738194,-25.8252550131752,4.61574083440828e-147,1978.42412524536,"S_3"
"SLOPE2",-0.473458823379533,0.162958988395306,-2.90538636771,0.00366800008445278,1978.42412524536,"S_3"
"ELE2",0.517554082451344,0.206558197065436,2.50560902353048,0.0122240706014433,1978.42412524536,"S_3"
"(Intercept)4",1.94793477385678,0.165402052462569,11.7769685735768,5.13052001502849e-32,2376.09266783918,"S_4"
"ASPECT3",-0.0646557044399514,0.097371902430134,-0.664007817720753,0.506685307518843,2376.09266783918,"S_4"
"EDGE3",-0.26319398481157,0.126237069307527,-2.08491837029582,0.0370767108596159,2376.09266783918,"S_4"
"(Intercept)13",-3.34926876454299,0.158340132434695,-21.1523680891472,2.62431636168207e-99,2376.09266783918,"S_4"
"SLOPE3",-0.990781128811528,0.185899261005787,-5.32966684994344,0.000000098393089749961,2376.09266783918,"S_4"
"ELE3",1.21397788269224,0.221859262665583,5.47183772318813,0.0000000445392586055436,2376.09266783918,"S_4"
"(Intercept)5",0.996958391649448,0.221456179222096,4.50183144652562,0.00000673704014307397,1188.75206734792,"S_5"
"ASPECT4",0.363979229229254,0.172911403062504,2.10500419742522,0.0352909426892375,1188.75206734792,"S_5"
"EDGE4",-0.0164391510614761,0.1602208489934,-0.102603070479007,0.918278005814291,1188.75206734792,"S_5"
"(Intercept)14",-3.4023145114693,0.203580158937694,-16.7124071875324,1.0645021198077e-62,1188.75206734792,"S_5"
"SLOPE4",-0.289222637888049,0.183713037773838,-1.57431743219063,0.115414081646111,1188.75206734792,"S_5"
"ELE4",1.0886389870372,0.231027359238232,4.71216478700524,0.00000245099050902055,1188.75206734792,"S_5"
"(Intercept)6",2.1890494987355,0.156369945362392,13.9991703243376,1.57701000824566e-44,3156.15042710077,"S_6"
"ASPECT5",-0.213665432549531,0.0874782416690801,-2.44249802548389,0.0145860094045094,3156.15042710077,"S_6"
"EDGE5",-0.168573681417988,0.120138841571295,-1.40315720722137,0.160569965154205,3156.15042710077,"S_6"
"(Intercept)15",-3.14856299110583,0.149453932627148,-21.0671136969059,1.59353397134967e-98,3156.15042710077,"S_6"
"SLOPE5",-0.268348991473402,0.13997245449254,-1.91715571786093,0.0552181518598319,3156.15042710077,"S_6"
"ELE5",0.283476955101757,0.168100124243514,1.68635779644699,0.0917269050722117,3156.15042710077,"S_6"
"(Intercept)7",2.47115463095839,0.132138005118229,18.7013163150703,4.82976065718556e-78,3612.09710937306,"S_7"
"ASPECT6",-0.25300443552407,0.0771687526493037,-3.27858656305951,0.00104328361256875,3612.09710937306,"S_7"
"EDGE6",0.138579773241314,0.100273227550424,1.38202166846207,0.166965047961981,3612.09710937306,"S_7"
"(Intercept)16",-3.14754068515389,0.125034800971393,-25.1733170341433,7.85240585916e-140,3612.09710937306,"S_7"
"SLOPE6",-0.201326512271236,0.104023607349657,-1.93539252676089,0.0529421456851721,3612.09710937306,"S_7"
"ELE6",-0.0160364442397688,0.137870735158578,-0.116315070209235,0.907402842380453,3612.09710937306,"S_7"
"(Intercept)8",2.24349652419606,0.198393137925234,11.308337312763,1.19329340374068e-29,2319.73490753889,"S_8"
"ASPECT7",-0.0587104999827451,0.0921489496950079,-0.637126089630576,0.524042715763268,2319.73490753889,"S_8"
"EDGE7",0.0311058846613523,0.127055128895577,0.244821951949042,0.806594295872375,2319.73490753889,"S_8"
"(Intercept)17",-3.7811732262635,0.197319025834163,-19.1627401882746,7.5776853907676e-82,2319.73490753889,"S_8"
