"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.17776386877812,0.154998155268983,14.0502566949834,7.67553168002265e-45,2921.99883157694,"S_1"
"EDGE",-0.338320326598276,0.108876141858714,-3.10738717245607,0.00188749019312632,2921.99883157694,"S_1"
"(Intercept)1",-3.09817189712648,0.147598803201269,-20.9904947054465,8.01077233020747e-98,2921.99883157694,"S_1"
"SLOPE",-0.247226447358513,0.119824915168441,-2.06323073136317,0.0390907116686229,2921.99883157694,"S_1"
"ELE",0.274673682811942,0.14988986225306,1.83250340405416,0.0668764550616513,2921.99883157694,"S_1"
"(Intercept)2",2.62416479766009,0.156014491733323,16.820006709028,1.74139000841837e-63,3351.0938456776,"S_2"
"EDGE1",-0.106347437913099,0.100691538136661,-1.05617055694155,0.290890299760513,3351.0938456776,"S_2"
"(Intercept)11",-3.65184304875524,0.154640837752108,-23.6149978352368,2.70322764232383e-123,3351.0938456776,"S_2"
"SLOPE1",0.0573575781991593,0.0985426840761176,0.582058208956989,0.560527473340156,3351.0938456776,"S_2"
"ELE1",-0.0394685105610966,0.13483423062935,-0.292718773095481,0.769737119259537,3351.0938456776,"S_2"
"(Intercept)3",1.86982723455148,0.149319861836167,12.5222941647444,5.63815684895099e-36,1981.52078223057,"S_3"
"EDGE2",0.0126939050713453,0.117619392702753,0.107923572632493,0.914056318075672,1981.52078223057,"S_3"
"(Intercept)12",-3.62482848485898,0.13863512520405,-26.1465373910384,1.0790592679554e-150,1981.52078223057,"S_3"
"SLOPE2",-0.41072616975926,0.162572652342443,-2.5264161212927,0.0115232901739061,1981.52078223057,"S_3"
"ELE2",0.554550793163383,0.20647245606567,2.68583424506271,0.0072348970562963,1981.52078223057,"S_3"
"(Intercept)4",1.9440156108674,0.164964692127183,11.7844345101958,4.69561045993112e-32,2374.52705211841,"S_4"
"EDGE3",-0.285015656211137,0.122400347534271,-2.32855267123597,0.0198827758440302,2374.52705211841,"S_4"
"(Intercept)13",-3.33950928349686,0.157543997325632,-21.1973121171627,1.01108565990607e-99,2374.52705211841,"S_4"
"SLOPE3",-0.986821517415521,0.186287756886868,-5.29729668716133,0.00000011752965060171,2374.52705211841,"S_4"
"ELE3",1.22581865236997,0.225025695713895,5.44746078211669,0.0000000510939761300494,2374.52705211841,"S_4"
"(Intercept)5",0.943357111568663,0.202453301718104,4.65962818863875,0.00000316781068237669,1191.22048151827,"S_5"
"EDGE4",0.11215960886519,0.152000709215714,0.737888720677066,0.460582073686101,1191.22048151827,"S_5"
"(Intercept)14",-3.29633643914503,0.176838456952855,-18.6403822785212,1.51156746314656e-77,1191.22048151827,"S_5"
"SLOPE4",-0.370041290548828,0.18157791578547,-2.03792013443983,0.0415579206508541,1191.22048151827,"S_5"
"ELE4",1.03953065788538,0.221720001243912,4.68848390787173,0.00000275236554387522,1191.22048151827,"S_5"
"(Intercept)6",2.15275473116053,0.153472193533228,14.0270017753701,1.06562316890904e-44,3160.21428598243,"S_6"
"EDGE5",-0.256857962425371,0.115704731308302,-2.21994346748845,0.0264226053685021,3160.21428598243,"S_6"
"(Intercept)15",-3.08934741907661,0.145611521760322,-21.2163665466095,6.74385002055753e-100,3160.21428598243,"S_6"
"SLOPE5",-0.217103470791342,0.149533836810111,-1.45186852302222,0.146538166305059,3160.21428598243,"S_6"
"ELE5",0.30292270874196,0.189083771814331,1.60205556423642,0.109143322982301,3160.21428598243,"S_6"
"(Intercept)7",2.42551705669794,0.126724135467215,19.1401349692021,1.16966704933267e-81,3620.83546103949,"S_7"
"EDGE6",0.0486737217392905,0.0943184679843346,0.5160571707693,0.605814479988903,3620.83546103949,"S_7"
"(Intercept)16",-3.07367160812956,0.118391075369182,-25.962021195811,1.33031694665041e-148,3620.83546103949,"S_7"
"SLOPE6",-0.111272602683061,0.105880928120999,-1.05092205610344,0.293294389498887,3620.83546103949,"S_7"
"ELE6",-0.0286409437014498,0.144295874291819,-0.198487613329313,0.842663575092336,3620.83546103949,"S_7"
"(Intercept)8",2.23739282142059,0.198659378218467,11.2624575868758,2.01071812262774e-29,2318.14108728294,"S_8"
"EDGE7",0.0122104985621195,0.123712997258693,0.0987002080030965,0.921376303710494,2318.14108728294,"S_8"
"(Intercept)17",-3.77235848205552,0.197648641490329,-19.0861847246245,3.2893376242178e-81,2318.14108728294,"S_8"
"SLOPE7",-0.23856074593033,0.134239808023962,-1.77712371197481,0.0755478876046922,2318.14108728294,"S_8"
"ELE7",0.361789544814628,0.193223734477817,1.87238667026262,0.0611531278292888,2318.14108728294,"S_8"
"(Intercept)9",1.51460463099611,0.154474125951641,9.80490824379399,1.07244427576073e-22,2546.43712102991,"S_9"
"EDGE8",0.0115060447665738,0.121058488146137,0.0950453367027362,0.924278816409053,2546.43712102991,"S_9"
"(Intercept)18",-2.63685068070736,0.13414393509568,-19.656875868645,5.04876413654027e-86,2546.43712102991,"S_9"
"SLOPE8",-0.0704209002448042,0.145242284645138,-0.484851229219229,0.627781880124048,2546.43712102991,"S_9"
"ELE8",-0.0480535481501981,0.136008244536635,-0.353313494442276,0.723853429979409,2546.43712102991,"S_9"
