"","Estimate","SE","z","P(>|z|)","AIC","SEASON"
"(Intercept)",2.29113292983042,0.165261346421428,13.8636951679425,1.05120315192312e-43,2924.95587837835,"S_1"
"SLOPE",-0.142757301522335,0.12167684980919,-1.17324948621043,0.24069577256053,2924.95587837835,"S_1"
"ELE",0.00410036004145717,0.141598284141129,0.0289576958246924,0.976898330273891,2924.95587837835,"S_1"
"(Intercept)1",-3.22981398450466,0.161659069232401,-19.9791697418564,8.36026565085115e-89,2924.95587837835,"S_1"
"ASPECT",0.0533640589689143,0.0827482354758556,0.644896639330574,0.518994169723715,2924.95587837835,"S_1"
"EDGE",-0.25052141184022,0.123308516692783,-2.03166349380702,0.0421877340514681,2924.95587837835,"S_1"
"(Intercept)2",2.68359059651965,0.159569212781159,16.8177216002191,1.80986364126706e-63,3343.01973697084,"S_2"
"SLOPE1",0.191181622289382,0.0957965639993618,1.99570437923698,0.0459661101337706,3343.01973697084,"S_2"
"ELE1",-0.286961387906952,0.117455596331286,-2.44314785221108,0.0145597710426426,3343.01973697084,"S_2"
"(Intercept)11",-3.72602328092827,0.157898783122468,-23.597542724812,4.08463892186004e-123,3343.01973697084,"S_2"
"ASPECT1",0.165454415911708,0.0696083547756562,2.3769332926336,0.0174572448639769,3343.01973697084,"S_2"
"EDGE1",0.0606520324433736,0.107200888899686,0.565779193306217,0.571543892378179,3343.01973697084,"S_2"
"(Intercept)3",1.92947207469301,0.155680266869141,12.3938127387388,2.82295720435907e-35,1987.9210488421,"S_3"
"SLOPE2",-0.0929307010199019,0.144815096896843,-0.641719703340734,0.521055193640499,1987.9210488421,"S_3"
"ELE2",0.00779195514449722,0.147359356765396,0.0528772336927505,0.957829723895291,1987.9210488421,"S_3"
"(Intercept)12",-3.70844603350498,0.149398098382068,-24.8225785580019,5.11515690587855e-136,1987.9210488421,"S_3"
"ASPECT2",-0.10783333575439,0.111349148073579,-0.968425332568637,0.33283199288226,1987.9210488421,"S_3"
"EDGE2",0.237641327594395,0.131731992914376,1.80397580220972,0.0712351004319307,1987.9210488421,"S_3"
"(Intercept)4",1.69435067940779,0.147985147807212,11.4494643855417,2.36602913357764e-30,2389.22242557788,"S_4"
"SLOPE3",-0.513962732456438,0.156555619283439,-3.2829401768449,0.00102730463833552,2389.22242557788,"S_4"
"ELE3",0.217569082213083,0.144681742518212,1.50377703797489,0.132638785423025,2389.22242557788,"S_4"
"(Intercept)13",-3.06024622971693,0.128046859084882,-23.8994244106237,3.10523455364508e-126,2389.22242557788,"S_4"
"ASPECT3",0.114872638955619,0.0996899097596611,1.15229955802509,0.249197998537238,2389.22242557788,"S_4"
"EDGE3",0.093958770460062,0.114369034509009,0.821540295967621,0.411338581104615,2389.22242557788,"S_4"
"(Intercept)5",1.0029720384732,0.203226531139783,4.93524163822556,0.000000800515866868628,1199.30869399612,"S_5"
"SLOPE4",-0.178872790785948,0.214522136276322,-0.83381973483401,0.404382572792506,1199.30869399612,"S_5"
